Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
Instagram,Reel,Technology,2997,272,96,13656,373,36162,9.31,12,Saturday,27.0,109,Positive,Micro,True,True,Afternoon,1
LinkedIn,Post,Fitness,1929,120,71,14735,103,374886,0.57,13,Saturday,2.0,615,Negative,Macro,True,True,Afternoon,0
LinkedIn,Article,Technology,43,87,20,28177,53,16229,0.92,19,Saturday,11.0,1872,Neutral,Micro,True,False,Evening,0
TikTok,Duet,Education,47001,1602,2795,414044,1640,86123,59.68,20,Saturday,0.0,513,Neutral,Mid-tier,True,False,Evening,1
Instagram,Photo,Health,2478,48,63,48316,856,119502,2.17,21,Saturday,19.0,1867,Positive,Macro,True,False,Night,0
Instagram,Carousel,Health,649,338,262,47585,191,71262,1.75,22,Saturday,2.0,1506,Positive,Mid-tier,True,False,Night,0
Instagram,Story,Food,2246,198,169,14635,895,59897,4.36,2,Sunday,18.0,698,Positive,Mid-tier,True,False,Night,1
TikTok,Duet,Health,4823,564,3297,472353,1109,414740,2.09,3,Sunday,13.0,354,Positive,Macro,True,False,Night,0
Facebook,Live,Technology,7526,49,853,60061,238,479557,1.76,4,Sunday,9.0,139,Positive,Macro,True,True,Night,0
TikTok,Stitch,Technology,10543,354,1803,83649,1339,47727,26.61,5,Sunday,8.0,53,Positive,Micro,True,True,Morning,1
YouTube,Short,Entertainment,15598,360,80,961774,4421,216970,7.39,5,Sunday,29.0,343,Positive,Macro,True,True,Morning,1
TikTok,Video,Fitness,32115,692,3932,348625,305,143709,25.56,19,Sunday,26.0,404,Positive,Macro,True,True,Evening,1
Twitter,Poll,Lifestyle,91,29,473,91875,378,466333,0.13,19,Sunday,6.0,407,Positive,Macro,True,True,Evening,0
LinkedIn,Document,Education,835,56,438,8652,218,329592,0.4,1,Monday,15.0,1079,Neutral,Macro,True,False,Night,0
Instagram,Photo,Health,8926,397,38,47178,650,338397,2.77,2,Monday,28.0,1023,Neutral,Macro,True,False,Night,1
Instagram,Reel,Gaming,6338,190,263,12186,795,87795,7.74,3,Monday,15.0,314,Positive,Mid-tier,True,False,Night,1
YouTube,Video,Health,1601,277,169,122701,781,296676,0.69,8,Monday,22.0,275,Positive,Macro,True,True,Morning,0
Instagram,Story,Technology,2443,340,28,36962,242,148903,1.89,9,Monday,10.0,695,Positive,Macro,True,False,Morning,0
Twitter,Retweet,Business,1371,22,1125,11030,5,286796,0.88,14,Monday,10.0,1541,Neutral,Macro,True,True,Afternoon,0
Facebook,Post,Food,5775,25,874,74841,283,45880,14.55,15,Monday,22.0,1240,Positive,Micro,True,False,Afternoon,1
Twitter,Retweet,Business,2039,32,1358,40860,294,225965,1.52,17,Monday,6.0,1447,Positive,Macro,True,True,Evening,0
Instagram,Reel,Entertainment,8952,132,154,16740,792,297114,3.11,3,Tuesday,17.0,381,Positive,Macro,True,False,Night,1
TikTok,Duet,Fashion,7815,1779,4937,87990,554,333691,4.35,7,Tuesday,28.0,545,Neutral,Macro,True,False,Morning,1
Instagram,Carousel,Lifestyle,1892,239,258,17378,426,483331,0.49,8,Tuesday,27.0,922,Neutral,Macro,True,True,Morning,0
Facebook,Post,Fitness,6402,93,870,73898,520,203594,3.62,9,Tuesday,3.0,1153,Negative,Macro,True,True,Morning,1
Instagram,Reel,Lifestyle,3817,189,82,20329,165,263069,1.55,12,Tuesday,20.0,239,Positive,Macro,True,True,Afternoon,0
TikTok,Stitch,Sports,27098,1324,4322,459555,2068,339030,9.66,16,Tuesday,20.0,107,Neutral,Macro,True,True,Afternoon,1
Twitter,Poll,Fitness,630,177,778,86180,276,273749,0.58,16,Tuesday,8.0,1652,Positive,Macro,True,False,Afternoon,0
TikTok,Duet,Travel,32457,300,2271,215121,615,29288,119.6,20,Tuesday,24.0,381,Neutral,Micro,True,False,Evening,1
Instagram,Carousel,Fitness,8013,134,44,42184,632,471046,1.74,2,Wednesday,0.0,1247,Negative,Macro,True,False,Night,0
Instagram,Story,Fitness,2649,89,189,19683,879,86226,3.39,5,Wednesday,29.0,1985,Neutral,Mid-tier,True,False,Morning,1
TikTok,Duet,Fitness,48363,1400,1169,180542,1860,475232,10.72,14,Wednesday,3.0,511,Neutral,Macro,False,False,Afternoon,1
Facebook,Post,Fitness,3945,211,69,60765,472,129806,3.25,17,Wednesday,15.0,285,Negative,Macro,True,False,Evening,1
Twitter,Tweet,Sports,296,221,1253,75852,346,344620,0.51,18,Wednesday,27.0,1995,Positive,Macro,True,False,Evening,0
Instagram,Reel,Travel,7147,282,113,16702,482,236409,3.19,0,Thursday,26.0,84,Neutral,Macro,True,False,Night,1
Facebook,Live,Lifestyle,7949,209,761,2428,628,26546,33.6,8,Thursday,27.0,151,Positive,Micro,True,False,Morning,1
TikTok,Stitch,Food,9278,1735,2113,182605,1751,49753,26.38,12,Thursday,13.0,459,Positive,Micro,True,False,Afternoon,1
LinkedIn,Article,Lifestyle,712,21,83,8686,225,367237,0.22,12,Thursday,2.0,1796,Positive,Macro,True,False,Afternoon,0
Twitter,Poll,Entertainment,2533,41,307,17040,179,49853,5.78,6,Friday,19.0,1998,Neutral,Micro,True,True,Morning,1
Twitter,Thread,Food,2611,66,1989,95564,428,258391,1.81,9,Friday,18.0,1081,Negative,Macro,True,False,Morning,0
Twitter,Tweet,Health,4151,280,1244,3353,59,361686,1.57,13,Friday,7.0,1438,Positive,Macro,True,False,Afternoon,0
YouTube,Live,Food,7166,654,1499,922887,3956,240328,3.88,14,Friday,5.0,509,Positive,Macro,True,True,Afternoon,1
TikTok,Duet,Travel,38125,1650,2971,325217,2428,11406,374.77,23,Friday,28.0,310,Neutral,Micro,True,True,Night,1
LinkedIn,Article,Fashion,1399,125,398,10540,237,159726,1.2,2,Saturday,3.0,85,Negative,Macro,True,False,Night,0
YouTube,Video,Gaming,9005,531,744,680290,1662,414165,2.48,3,Saturday,28.0,491,Neutral,Macro,True,False,Night,1
Facebook,Live,Food,5972,30,993,59972,219,384160,1.82,5,Saturday,24.0,441,Positive,Macro,True,False,Morning,0
TikTok,Video,Health,47279,658,3292,247493,2580,84624,60.54,6,Saturday,21.0,470,Negative,Mid-tier,True,False,Morning,1
Facebook,Story,Fashion,6556,46,777,14803,303,163903,4.5,8,Saturday,25.0,1214,Positive,Macro,True,True,Morning,1
TikTok,Video,Health,31911,1467,378,315250,2894,360008,9.38,8,Saturday,8.0,48,Negative,Macro,True,True,Morning,1
LinkedIn,Poll,Fashion,349,53,399,14255,115,146587,0.55,12,Saturday,15.0,1631,Neutral,Macro,False,False,Afternoon,0
LinkedIn,Poll,Gaming,540,9,318,6151,110,388178,0.22,15,Saturday,11.0,972,Negative,Macro,True,False,Afternoon,0
LinkedIn,Post,Travel,977,89,240,2548,114,398979,0.33,17,Saturday,1.0,1787,Neutral,Macro,True,False,Evening,0
LinkedIn,Article,Education,19,132,63,6007,266,474077,0.05,19,Saturday,7.0,1448,Negative,Macro,True,False,Evening,0
Facebook,Live,Food,2903,194,546,9148,494,331590,1.1,19,Saturday,28.0,557,Positive,Macro,True,False,Evening,0
TikTok,Duet,Sports,37409,246,3880,448882,1117,122794,33.82,20,Saturday,23.0,315,Positive,Macro,True,False,Evening,1
Facebook,Live,Sports,7476,200,674,67878,255,133294,6.26,22,Saturday,22.0,393,Neutral,Macro,True,False,Night,1
Instagram,Carousel,Fashion,9572,432,14,12621,501,247441,4.05,3,Sunday,28.0,1056,Neutral,Macro,True,False,Night,1
LinkedIn,Article,Business,1935,25,408,20811,105,453326,0.52,3,Sunday,22.0,1245,Positive,Macro,True,False,Night,0
Facebook,Story,Food,7154,152,634,69572,259,241469,3.29,9,Sunday,0.0,1731,Positive,Macro,True,False,Morning,1
Twitter,Poll,Fashion,2634,130,908,25660,218,487661,0.75,13,Sunday,1.0,994,Neutral,Macro,True,False,Afternoon,0
LinkedIn,Document,Lifestyle,1861,74,464,18756,95,336655,0.71,15,Sunday,23.0,1093,Positive,Macro,True,False,Afternoon,0
TikTok,Stitch,Fashion,4627,677,653,20622,1755,80883,7.36,19,Sunday,18.0,363,Positive,Mid-tier,True,True,Evening,1
Twitter,Thread,Business,3172,47,1077,78248,302,390762,1.1,0,Monday,2.0,1467,Negative,Macro,False,False,Night,0
YouTube,Live,Health,14632,816,1056,436128,834,259541,6.36,8,Monday,9.0,97,Neutral,Macro,True,True,Morning,1
Facebook,Live,Gaming,2055,249,252,36458,717,22516,11.35,13,Monday,20.0,212,Positive,Micro,True,False,Afternoon,1
TikTok,Video,Lifestyle,5479,1355,2144,36536,945,314781,2.85,16,Monday,20.0,459,Positive,Macro,True,False,Afternoon,1
Twitter,Thread,Sports,1662,285,1216,13904,116,123793,2.56,20,Monday,20.0,836,Negative,Macro,True,False,Evening,1
Instagram,Photo,Entertainment,3054,335,14,37307,290,478478,0.71,23,Monday,14.0,576,Positive,Macro,True,False,Night,0
Twitter,Retweet,Lifestyle,2896,81,478,95584,361,470354,0.73,2,Tuesday,3.0,1614,Negative,Macro,True,False,Night,0
Twitter,Thread,Education,3241,297,1009,98572,338,344167,1.32,3,Tuesday,29.0,618,Positive,Macro,True,False,Night,0
Twitter,Thread,Lifestyle,1128,168,1547,58724,411,108614,2.62,4,Tuesday,25.0,1397,Negative,Macro,True,True,Night,1
Twitter,Poll,Food,2358,218,1899,18985,261,365750,1.22,4,Tuesday,14.0,368,Negative,Macro,True,False,Night,0
LinkedIn,Post,Fashion,243,22,478,7060,170,214882,0.35,7,Tuesday,13.0,1196,Neutral,Macro,True,False,Morning,0
Instagram,Story,Lifestyle,1567,260,224,37910,880,160006,1.28,20,Tuesday,2.0,1592,Positive,Macro,False,False,Evening,0
Instagram,Story,Lifestyle,7825,401,85,21719,308,222110,3.74,21,Tuesday,18.0,1297,Neutral,Macro,False,True,Night,1
Instagram,Photo,Fitness,5096,418,37,48671,164,321440,1.73,4,Wednesday,13.0,251,Positive,Macro,True,False,Night,0
LinkedIn,Article,Fashion,1480,87,428,11557,244,209414,0.95,13,Wednesday,21.0,1568,Neutral,Macro,True,True,Afternoon,0
Twitter,Poll,Entertainment,1192,250,772,94141,46,334095,0.66,18,Wednesday,16.0,252,Positive,Macro,True,True,Evening,0
Twitter,Retweet,Entertainment,4250,21,224,24583,94,445579,1.01,19,Wednesday,5.0,1484,Negative,Macro,False,False,Evening,0
Instagram,Photo,Food,4300,320,48,25269,233,234480,1.99,21,Wednesday,7.0,290,Neutral,Macro,True,False,Night,0
LinkedIn,Document,Technology,1865,30,393,19163,80,462934,0.49,1,Thursday,1.0,971,Positive,Macro,False,True,Night,0
Instagram,Carousel,Business,4090,75,177,26301,257,356199,1.22,3,Thursday,9.0,1445,Neutral,Macro,True,False,Night,0
Facebook,Post,Business,2246,336,638,61203,243,491765,0.65,5,Thursday,25.0,1458,Positive,Macro,True,False,Morning,0
TikTok,Duet,Gaming,4169,1569,4417,174511,1823,407121,2.49,18,Thursday,5.0,97,Positive,Macro,True,False,Evening,1
Facebook,Story,Lifestyle,4204,33,520,22250,637,397078,1.2,18,Thursday,4.0,130,Negative,Macro,True,False,Evening,0
Facebook,Post,Health,6835,395,768,22588,691,78805,10.15,20,Thursday,27.0,1462,Positive,Mid-tier,True,False,Evening,1
Facebook,Video,Fitness,4220,121,882,44439,393,151733,3.44,21,Thursday,6.0,590,Neutral,Macro,True,False,Night,1
Facebook,Story,Fitness,6250,236,834,60777,491,78759,9.29,2,Friday,29.0,1923,Neutral,Mid-tier,True,False,Night,1
Instagram,Reel,Travel,1204,162,174,40435,26,20184,7.63,2,Friday,23.0,476,Neutral,Micro,True,False,Night,1
TikTok,Duet,Education,27166,610,1180,107903,2228,193947,14.93,6,Friday,0.0,512,Positive,Macro,True,False,Morning,1
Instagram,Reel,Gaming,5661,221,106,5291,339,348020,1.72,14,Friday,16.0,59,Neutral,Macro,True,False,Afternoon,0
TikTok,Duet,Food,45824,1526,866,359373,2913,87027,55.4,18,Friday,26.0,382,Positive,Mid-tier,True,False,Evening,1
TikTok,Duet,Food,47596,417,3794,129291,1769,12141,426.71,0,Saturday,20.0,365,Negative,Micro,True,False,Night,1
Instagram,Photo,Lifestyle,1853,308,31,28244,260,202977,1.08,19,Saturday,13.0,1600,Positive,Macro,False,False,Evening,0
Instagram,Story,Travel,6325,6,116,37844,990,163609,3.94,3,Sunday,16.0,1255,Positive,Macro,True,False,Night,1
Facebook,Live,Fitness,1744,131,287,15915,37,476348,0.45,6,Sunday,0.0,539,Positive,Macro,True,True,Morning,0
LinkedIn,Article,Fitness,1969,5,35,8459,149,408856,0.49,9,Sunday,24.0,639,Positive,Macro,True,False,Morning,0
Facebook,Video,Lifestyle,7106,272,875,26429,323,70923,11.64,11,Sunday,17.0,112,Positive,Mid-tier,True,False,Morning,1
YouTube,Short,Food,17665,728,520,96490,757,359159,5.27,18,Sunday,28.0,33,Neutral,Macro,True,False,Evening,1
Instagram,Carousel,Food,992,213,287,3286,195,374297,0.4,20,Sunday,19.0,1641,Positive,Macro,True,False,Evening,0
Instagram,Photo,Business,4008,93,38,42313,904,147343,2.81,9,Monday,27.0,114,Neutral,Macro,False,False,Morning,1
Twitter,Thread,Entertainment,1475,139,1297,21195,205,386801,0.75,13,Monday,27.0,339,Positive,Macro,False,True,Afternoon,0
YouTube,Live,Travel,4263,930,968,335705,3059,170872,3.61,14,Monday,0.0,154,Negative,Macro,True,False,Afternoon,1
TikTok,Duet,Gaming,23463,711,1474,369234,2177,341326,7.51,15,Monday,7.0,226,Negative,Macro,True,False,Afternoon,1
Instagram,Carousel,Gaming,8101,332,190,30932,112,489284,1.76,18,Monday,21.0,629,Neutral,Macro,True,False,Evening,0
Facebook,Story,Entertainment,687,86,34,62215,584,470064,0.17,19,Monday,15.0,547,Neutral,Macro,True,False,Evening,0
YouTube,Live,Sports,2036,963,888,172140,1627,350512,1.11,2,Tuesday,15.0,106,Positive,Macro,True,False,Night,0
LinkedIn,Article,Travel,864,137,387,4146,120,193468,0.72,5,Tuesday,7.0,339,Positive,Macro,True,False,Morning,0
Twitter,Tweet,Technology,2526,222,1662,89424,73,420030,1.05,9,Tuesday,8.0,1380,Neutral,Macro,True,True,Morning,0
LinkedIn,Document,Lifestyle,1933,75,234,15764,288,116941,1.92,9,Tuesday,10.0,183,Neutral,Macro,True,False,Morning,0
Facebook,Live,Gaming,5999,277,887,1693,753,415670,1.72,10,Tuesday,27.0,463,Positive,Macro,False,False,Morning,0
YouTube,Community Post,Lifestyle,2418,927,1849,53055,4415,76142,6.82,15,Tuesday,27.0,1119,Positive,Mid-tier,True,True,Afternoon,1
Twitter,Retweet,Fashion,1916,190,1049,89612,250,165218,1.91,21,Tuesday,14.0,505,Neutral,Macro,True,False,Night,0
YouTube,Community Post,Sports,17552,125,135,310796,4801,340761,5.23,23,Tuesday,3.0,463,Positive,Macro,True,False,Night,1
Instagram,Story,Technology,1736,266,81,9045,628,336439,0.62,0,Wednesday,4.0,1325,Neutral,Macro,True,True,Night,0
LinkedIn,Post,Business,725,115,207,16145,109,117469,0.89,11,Wednesday,20.0,1594,Positive,Macro,True,True,Morning,0
Instagram,Story,Education,1965,416,40,7576,488,36671,6.6,15,Wednesday,27.0,887,Neutral,Micro,True,False,Afternoon,1
Instagram,Photo,Lifestyle,4586,73,231,37430,313,432374,1.13,20,Wednesday,23.0,147,Positive,Macro,True,False,Evening,0
Twitter,Tweet,Entertainment,4695,188,1779,76993,112,441666,1.51,8,Thursday,6.0,922,Neutral,Macro,True,True,Morning,0
YouTube,Short,Technology,3266,360,1631,339902,2544,465041,1.13,11,Thursday,15.0,444,Neutral,Macro,True,True,Morning,0
Instagram,Photo,Gaming,6197,329,238,18442,25,402882,1.68,12,Thursday,19.0,1872,Positive,Macro,True,True,Afternoon,0
Instagram,Carousel,Gaming,5971,151,296,6597,278,491858,1.3,13,Thursday,28.0,1484,Neutral,Macro,True,False,Afternoon,0
Instagram,Story,Education,2311,414,136,30139,839,194282,1.47,13,Thursday,0.0,106,Positive,Macro,True,False,Afternoon,0
Twitter,Thread,Lifestyle,566,210,797,6474,151,487796,0.32,14,Thursday,8.0,1295,Neutral,Macro,True,False,Afternoon,0
Facebook,Post,Lifestyle,5757,295,150,70835,9,109649,5.66,16,Thursday,1.0,985,Neutral,Macro,True,True,Afternoon,1
Twitter,Thread,Gaming,4962,168,1253,68136,73,55837,11.43,19,Thursday,28.0,187,Positive,Mid-tier,True,False,Evening,1
YouTube,Short,Business,777,248,18,92897,731,84021,1.24,20,Thursday,10.0,77,Neutral,Mid-tier,True,True,Evening,0
Instagram,Reel,Fitness,8688,352,279,11733,541,231263,4.03,21,Thursday,12.0,267,Negative,Macro,True,False,Night,1
YouTube,Video,Entertainment,1105,268,122,932645,4574,144103,1.04,23,Thursday,5.0,189,Positive,Macro,False,False,Night,0
Instagram,Story,Education,5593,191,206,31135,625,434876,1.38,1,Friday,16.0,924,Positive,Macro,True,False,Night,0
Twitter,Thread,Entertainment,4120,232,1229,72540,406,117528,4.75,2,Friday,23.0,986,Neutral,Macro,True,True,Night,1
LinkedIn,Document,Gaming,431,88,482,18860,296,225216,0.44,4,Friday,28.0,1945,Positive,Macro,True,False,Night,0
Twitter,Thread,Lifestyle,1328,169,1292,98925,433,306956,0.91,7,Friday,4.0,768,Positive,Macro,True,True,Morning,0
Instagram,Carousel,Lifestyle,3671,285,289,18562,534,243367,1.74,7,Friday,2.0,350,Positive,Macro,True,False,Morning,0
Twitter,Tweet,Entertainment,2929,228,1268,21914,216,447177,0.99,9,Friday,13.0,1906,Positive,Macro,True,False,Morning,0
Instagram,Story,Entertainment,2429,34,162,18309,599,87487,3.0,15,Friday,4.0,1124,Positive,Mid-tier,True,False,Afternoon,1
Instagram,Photo,Technology,1403,325,169,41946,558,161762,1.17,20,Friday,13.0,561,Positive,Macro,True,False,Evening,0
YouTube,Video,Food,14096,873,25,916239,1149,31050,48.29,20,Friday,18.0,156,Positive,Micro,True,False,Evening,1
Facebook,Video,Travel,6462,107,720,65418,660,258688,2.82,8,Saturday,5.0,369,Positive,Macro,True,True,Morning,1
Facebook,Video,Business,2375,63,462,62188,311,192382,1.51,9,Saturday,15.0,108,Neutral,Macro,True,True,Morning,0
Instagram,Carousel,Food,1597,296,30,47230,446,36431,5.28,9,Saturday,14.0,169,Neutral,Micro,True,False,Morning,1
LinkedIn,Poll,Food,836,97,301,15763,15,420938,0.29,10,Saturday,26.0,439,Positive,Macro,True,True,Morning,0
Facebook,Post,Education,6587,357,461,27121,538,414936,1.78,20,Saturday,28.0,1783,Positive,Macro,True,False,Evening,0
LinkedIn,Article,Fashion,887,19,63,22330,208,263532,0.37,7,Sunday,6.0,915,Neutral,Macro,True,False,Morning,0
Twitter,Thread,Technology,1860,261,1732,15002,95,376290,1.02,12,Sunday,28.0,431,Positive,Macro,True,False,Afternoon,0
Instagram,Story,Entertainment,1522,336,265,31302,786,56196,3.78,13,Sunday,9.0,1173,Neutral,Mid-tier,True,False,Afternoon,1
Facebook,Post,Fitness,1151,377,174,55061,63,77925,2.18,13,Sunday,14.0,1974,Positive,Mid-tier,True,True,Afternoon,0
YouTube,Video,Education,4528,721,1906,696494,4447,413599,1.73,14,Sunday,12.0,16,Positive,Macro,True,False,Afternoon,0
TikTok,Duet,Fashion,17346,1178,2382,418920,1967,442436,4.73,17,Sunday,25.0,100,Neutral,Macro,True,False,Evening,1
Facebook,Story,Education,6255,14,8,26954,58,425564,1.47,19,Sunday,28.0,1658,Neutral,Macro,True,True,Evening,0
Instagram,Carousel,Food,6144,36,99,21022,902,307825,2.04,1,Monday,18.0,1179,Positive,Macro,True,False,Night,0
Facebook,Live,Business,2621,144,255,72773,617,195678,1.54,2,Monday,10.0,172,Positive,Macro,True,False,Night,0
Facebook,Story,Food,1976,107,385,75512,178,414871,0.59,3,Monday,5.0,735,Positive,Macro,True,True,Night,0
Instagram,Story,Health,5709,383,262,43183,408,341420,1.86,4,Monday,14.0,1718,Positive,Macro,True,True,Night,0
Instagram,Carousel,Travel,7216,259,226,17605,544,60794,12.67,8,Monday,19.0,1756,Positive,Mid-tier,True,False,Morning,1
LinkedIn,Article,Fitness,910,143,347,23195,243,81902,1.71,8,Monday,25.0,1455,Positive,Mid-tier,True,False,Morning,0
Twitter,Tweet,Sports,4515,231,607,51073,463,392345,1.36,18,Monday,11.0,90,Neutral,Macro,True,True,Evening,0
Instagram,Story,Business,5247,328,232,13909,638,180241,3.22,19,Monday,10.0,1015,Positive,Macro,False,False,Evening,1
Facebook,Live,Health,3912,23,903,54294,418,203076,2.38,0,Tuesday,4.0,305,Positive,Macro,True,False,Night,1
Facebook,Live,Fitness,7385,142,525,11785,99,16525,48.73,10,Tuesday,14.0,52,Neutral,Micro,True,True,Morning,1
Instagram,Reel,Health,1722,400,91,11691,227,239553,0.92,23,Tuesday,25.0,67,Positive,Macro,False,False,Night,0
Facebook,Live,Sports,2458,95,524,16572,766,297144,1.04,3,Thursday,11.0,418,Negative,Macro,True,False,Night,0
Instagram,Story,Fashion,6668,40,113,44618,192,117044,5.83,4,Thursday,28.0,1927,Positive,Macro,True,False,Night,1
LinkedIn,Post,Gaming,959,49,33,4400,174,124563,0.84,7,Thursday,18.0,178,Positive,Macro,True,False,Morning,0
Facebook,Video,Food,5059,311,731,17772,744,178350,3.42,13,Thursday,28.0,293,Neutral,Macro,False,False,Afternoon,1
Instagram,Story,Fitness,6759,163,229,39884,381,349942,2.04,13,Thursday,15.0,256,Positive,Macro,True,False,Afternoon,0
Facebook,Story,Health,3999,307,803,59412,636,465904,1.1,15,Thursday,19.0,1133,Positive,Macro,True,False,Afternoon,0
Instagram,Reel,Fashion,9693,244,144,4432,372,475051,2.12,0,Friday,20.0,93,Neutral,Macro,True,True,Night,0
Instagram,Photo,Food,8001,103,36,48798,119,357275,2.28,1,Friday,11.0,1663,Positive,Macro,True,False,Night,0
Twitter,Retweet,Travel,4811,247,527,21121,224,299555,1.86,4,Friday,7.0,1879,Negative,Macro,True,False,Night,0
Instagram,Carousel,Business,3577,452,277,45371,850,429890,1.0,5,Friday,20.0,106,Positive,Macro,True,False,Morning,0
Instagram,Photo,Health,6668,120,235,20468,511,239528,2.93,6,Friday,19.0,994,Positive,Macro,True,False,Morning,1
Twitter,Retweet,Food,1289,38,1604,93890,346,274752,1.07,7,Friday,9.0,1303,Positive,Macro,True,True,Morning,0
Twitter,Retweet,Gaming,2120,295,1460,87067,220,218191,1.78,9,Friday,10.0,786,Neutral,Macro,False,True,Morning,0
Twitter,Tweet,Health,2771,250,1392,96956,25,20910,21.1,12,Friday,12.0,1076,Negative,Micro,True,False,Afternoon,1
Twitter,Poll,Lifestyle,1849,294,1503,95063,466,212420,1.72,13,Friday,20.0,1800,Positive,Macro,True,False,Afternoon,0
TikTok,Duet,Fashion,47673,263,1589,491546,2837,331589,14.94,13,Friday,15.0,153,Positive,Macro,True,False,Afternoon,1
Facebook,Story,Sports,4765,126,662,4265,671,352608,1.57,17,Friday,17.0,1481,Positive,Macro,True,True,Evening,0
Instagram,Carousel,Entertainment,6116,378,130,45952,692,2093,316.48,18,Friday,18.0,313,Negative,Nano,False,False,Evening,1
Instagram,Story,Entertainment,51,275,144,40111,873,283131,0.17,23,Friday,17.0,1018,Positive,Macro,False,False,Night,0
Facebook,Story,Education,2205,360,82,44581,89,494156,0.54,5,Saturday,24.0,877,Positive,Macro,True,False,Morning,0
Twitter,Retweet,Health,3054,283,534,34443,396,308151,1.26,8,Saturday,17.0,636,Neutral,Macro,True,False,Morning,0
LinkedIn,Poll,Health,1897,119,54,4359,236,242534,0.85,16,Saturday,1.0,1437,Positive,Macro,True,False,Afternoon,0
TikTok,Video,Travel,21248,1118,2524,455011,1326,105468,23.6,17,Saturday,7.0,225,Positive,Macro,True,False,Evening,1
Facebook,Video,Business,5167,291,677,23213,429,210315,2.92,20,Saturday,22.0,597,Negative,Macro,True,False,Evening,1
Instagram,Photo,Lifestyle,6301,496,95,39495,67,19064,36.15,7,Sunday,14.0,1456,Negative,Micro,False,False,Morning,1
Twitter,Tweet,Business,192,174,798,86061,327,187731,0.62,9,Sunday,8.0,963,Neutral,Macro,True,False,Morning,0
TikTok,Video,Food,17410,112,642,473423,283,144340,12.58,10,Sunday,4.0,450,Neutral,Macro,True,False,Morning,1
Twitter,Retweet,Fitness,2965,41,683,5698,76,419269,0.88,10,Sunday,26.0,1597,Positive,Macro,True,False,Morning,0
Instagram,Reel,Lifestyle,3029,282,140,45384,386,231111,1.49,12,Sunday,2.0,215,Positive,Macro,True,False,Afternoon,0
Twitter,Poll,Food,980,227,934,66744,249,280868,0.76,16,Sunday,10.0,141,Neutral,Macro,True,False,Afternoon,0
Facebook,Post,Fashion,2414,283,37,77123,350,110155,2.48,17,Sunday,8.0,865,Negative,Macro,True,False,Evening,1
YouTube,Short,Fitness,2496,753,289,221115,1419,346127,1.02,22,Sunday,10.0,299,Neutral,Macro,True,False,Night,0
Facebook,Post,Business,1468,363,122,50617,216,204546,0.95,0,Monday,26.0,617,Neutral,Macro,True,False,Night,0
YouTube,Video,Lifestyle,1511,383,82,816042,4631,149498,1.32,6,Monday,3.0,453,Positive,Macro,True,True,Morning,0
Twitter,Poll,Sports,1611,257,1239,82689,493,397030,0.78,7,Monday,19.0,1608,Positive,Macro,True,False,Morning,0
Twitter,Retweet,Gaming,2219,214,1020,88273,355,194430,1.78,9,Monday,29.0,231,Neutral,Macro,True,False,Morning,0
Instagram,Story,Entertainment,9680,223,210,15216,96,118588,8.53,9,Monday,6.0,1321,Positive,Macro,True,False,Morning,1
Instagram,Carousel,Lifestyle,765,114,32,14450,834,68263,1.33,11,Monday,22.0,1931,Positive,Mid-tier,True,True,Morning,0
Twitter,Retweet,Sports,374,73,1526,20056,111,9804,20.12,12,Monday,6.0,1752,Neutral,Nano,True,False,Afternoon,1
YouTube,Video,Health,5158,531,1161,599225,643,397627,1.72,16,Monday,5.0,552,Positive,Macro,True,False,Afternoon,0
YouTube,Live,Business,14396,953,17,569728,2099,74376,20.66,23,Monday,12.0,44,Positive,Mid-tier,False,False,Night,1
Facebook,Video,Fashion,5802,169,304,23355,431,43456,14.44,0,Tuesday,28.0,203,Neutral,Micro,True,True,Night,1
Instagram,Story,Fitness,298,13,35,37591,594,10515,3.29,12,Tuesday,28.0,636,Neutral,Micro,True,False,Afternoon,1
TikTok,Video,Entertainment,45806,1094,313,178889,1372,60465,78.08,19,Tuesday,9.0,85,Positive,Mid-tier,True,False,Evening,1
LinkedIn,Poll,Health,892,40,236,25907,93,269851,0.43,20,Tuesday,28.0,1458,Positive,Macro,True,True,Evening,0
Twitter,Thread,Food,2469,48,669,95957,429,147225,2.16,23,Tuesday,3.0,1856,Positive,Macro,True,True,Night,0
Instagram,Story,Fitness,8999,200,33,22982,630,267597,3.45,0,Wednesday,27.0,1896,Positive,Macro,True,False,Night,1
TikTok,Stitch,Health,25014,1231,4474,78071,2266,214685,14.31,0,Wednesday,3.0,119,Positive,Macro,True,False,Night,1
Twitter,Tweet,Business,1022,279,1572,97430,262,246051,1.17,6,Wednesday,9.0,1234,Negative,Macro,True,False,Morning,0
Facebook,Story,Fashion,6946,281,855,48169,294,47962,16.85,6,Wednesday,24.0,563,Positive,Micro,False,False,Morning,1
TikTok,Video,Lifestyle,38297,1928,1712,122458,330,499599,8.39,6,Wednesday,19.0,188,Neutral,Macro,True,False,Morning,1
TikTok,Stitch,Entertainment,25305,1170,4694,243470,1899,310089,10.05,7,Wednesday,15.0,358,Neutral,Macro,True,False,Morning,1
